dispute_id,transaction_id,customer_id,merchant_id,dispute_date,dispute_reason,disputed_amount,dispute_status,evidence_submitted,chargeback_fee_usd,resolution_date,liability_assigned
DSP208310,TX253176,C75194,M3682,2026-01-14,Duplicate Processing,562.47,Pending Evidence,1,50.0,,Pending
DSP208311,TX259030,C40976,M5636,2026-04-10,Credit Not Processed,38.43,Won - Customer,1,25.0,2026-04-30,Merchant
DSP208312,TX289067,C69692,M5794,2025-01-15,Fraudulent Transaction,926.17,Won - Merchant,1,35.0,2025-03-10,Cardholder
DSP208313,TX262829,C88373,M5817,2025-09-18,Item Not Received,124.83,Chargeback Reversed,1,20.0,2025-10-23,Cardholder
DSP208314,TX279310,C98555,M9731,2026-04-12,Duplicate Processing,145.74,Won - Customer,1,50.0,2026-05-06,Merchant
DSP208315,TX275910,C88269,M4058,2025-12-20,Product Defective / Unacceptable,613.03,Under Review,1,50.0,,Pending
DSP208316,TX262571,C63476,M3467,2025-07-11,Subscription Cancelled,468.0,Under Review,1,35.0,,Pending
DSP208317,TX222812,C70637,M3317,2025-04-10,Subscription Cancelled,1333.22,Under Review,0,25.0,,Pending
DSP208318,TX222394,C16995,M3415,2026-04-29,Product Defective / Unacceptable,285.59,Under Review,1,35.0,,Pending
DSP208319,TX289334,C91057,M8573,2025-10-01,Product Defective / Unacceptable,373.79,Won - Merchant,1,15.0,2025-11-27,Cardholder
DSP208320,TX251471,C88456,M6895,2025-10-31,Duplicate Processing,630.42,Under Review,1,25.0,,Pending
DSP208321,TX207545,C75286,M3493,2025-08-10,Fraudulent Transaction,27.87,Pending Evidence,1,20.0,,Pending
DSP208322,TX298978,C56626,M3500,2025-10-04,Subscription Cancelled,1108.16,Won - Customer,1,20.0,2025-10-15,Payment Processor
DSP208323,TX243934,C88269,M8450,2025-09-05,Fraudulent Transaction,1492.57,Won - Merchant,1,35.0,2025-10-25,Issuing Bank
DSP208324,TX238712,C89653,M6716,2025-08-13,Duplicate Processing,1051.33,Pending Evidence,0,25.0,,Pending
DSP208325,TX234015,C65296,M7461,2025-04-18,Item Not Received,1053.57,Arbitration,1,50.0,2025-06-02,Payment Processor
DSP208326,TX242152,C41365,M8768,2025-06-05,Credit Not Processed,63.56,Pending Evidence,1,35.0,,Pending
DSP208327,TX293477,C46877,M6029,2025-05-13,Product Defective / Unacceptable,549.03,Won - Customer,1,50.0,2025-05-22,Payment Processor
DSP208328,TX205356,C41195,M8175,2026-03-09,Fraudulent Transaction,401.18,Won - Customer,1,25.0,2026-03-25,Merchant
DSP208329,TX255591,C76237,M9452,2025-11-04,Friendly Fraud / Unrecognized,108.72,Won - Customer,1,50.0,2025-11-21,Merchant
DSP208330,TX230531,C47019,M2402,2025-07-28,Friendly Fraud / Unrecognized,1145.62,Chargeback Reversed,0,25.0,2025-08-09,Merchant
DSP208331,TX228944,C38234,M1619,2025-05-04,Product Defective / Unacceptable,1123.09,Pending Evidence,0,50.0,,Pending
DSP208332,TX219965,C40539,M7993,2025-02-02,Friendly Fraud / Unrecognized,703.62,Under Review,1,50.0,,Pending
DSP208333,TX249264,C86406,M8699,2025-01-12,Credit Not Processed,522.38,Chargeback Reversed,1,25.0,2025-02-18,Payment Processor
DSP208334,TX249498,C82350,M1382,2025-10-03,Product Defective / Unacceptable,815.89,Won - Customer,1,35.0,2025-11-27,Merchant
DSP208335,TX239839,C35313,M6711,2025-07-27,Duplicate Processing,398.9,Under Review,0,35.0,,Pending
DSP208336,TX237223,C26334,M2339,2026-01-28,Subscription Cancelled,114.16,Won - Customer,1,25.0,2026-02-21,Merchant
DSP208337,TX238553,C87828,M9227,2025-10-10,Product Defective / Unacceptable,478.02,Arbitration,1,15.0,2025-11-04,Issuing Bank
DSP208338,TX219200,C41371,M3736,2025-03-11,Item Not Received,745.9,Arbitration,1,50.0,2025-04-02,Cardholder
DSP208339,TX207710,C74686,M2288,2025-01-07,Credit Not Processed,954.18,Under Review,1,35.0,,Pending
DSP208340,TX228590,C44929,M9866,2025-12-26,Product Defective / Unacceptable,1277.48,Won - Customer,1,25.0,2026-02-07,Merchant
DSP208341,TX223295,C49453,M5300,2026-03-13,Duplicate Processing,1277.4,Arbitration,1,15.0,2026-03-28,Payment Processor
DSP208342,TX231995,C87656,M5294,2026-01-13,Item Not Received,371.59,Pending Evidence,0,35.0,,Pending
DSP208343,TX271242,C42497,M5089,2025-08-11,Item Not Received,118.01,Won - Merchant,1,15.0,2025-08-20,Cardholder
DSP208344,TX240471,C48495,M3535,2025-02-11,Credit Not Processed,121.13,Won - Merchant,1,50.0,2025-02-25,Cardholder
DSP208345,TX226988,C98287,M3398,2026-01-24,Credit Not Processed,160.74,Chargeback Reversed,0,50.0,2026-03-22,Cardholder
DSP208346,TX229451,C73464,M5197,2026-01-12,Credit Not Processed,188.9,Won - Merchant,1,35.0,2026-02-08,Cardholder
DSP208347,TX245526,C65318,M8354,2025-08-10,Subscription Cancelled,1040.4,Won - Customer,1,35.0,2025-08-17,Merchant
DSP208348,TX228074,C66306,M6226,2025-11-11,Friendly Fraud / Unrecognized,1196.84,Won - Customer,1,15.0,2025-12-07,Merchant
DSP208349,TX226139,C59131,M7095,2025-08-02,Friendly Fraud / Unrecognized,1097.99,Won - Customer,1,50.0,2025-09-07,Merchant
DSP208350,TX258661,C25401,M5199,2025-05-03,Duplicate Processing,675.17,Won - Merchant,1,25.0,2025-05-13,Cardholder
DSP208351,TX210955,C89287,M2072,2025-07-07,Credit Not Processed,1034.95,Chargeback Reversed,1,15.0,2025-08-12,Merchant
DSP208352,TX243971,C18610,M8248,2025-05-01,Product Defective / Unacceptable,1336.75,Chargeback Reversed,1,15.0,2025-05-11,Merchant
DSP208353,TX277876,C47353,M8237,2026-01-09,Duplicate Processing,821.18,Won - Customer,1,20.0,2026-02-08,Merchant
DSP208354,TX206525,C37580,M1732,2025-07-27,Friendly Fraud / Unrecognized,1228.78,Pending Evidence,0,20.0,,Pending
DSP208355,TX235334,C99733,M3597,2026-01-11,Fraudulent Transaction,377.53,Under Review,1,15.0,,Pending
DSP208356,TX235985,C23626,M1985,2025-12-25,Duplicate Processing,1199.37,Arbitration,1,50.0,2026-02-07,Merchant
DSP208357,TX213925,C97490,M4540,2025-09-21,Item Not Received,257.22,Pending Evidence,0,15.0,,Pending
DSP208358,TX277038,C73788,M1510,2026-01-17,Credit Not Processed,58.74,Won - Customer,1,35.0,2026-02-22,Merchant
DSP208359,TX233746,C38766,M1618,2025-12-22,Fraudulent Transaction,650.57,Pending Evidence,1,15.0,,Pending
DSP208360,TX211366,C22128,M7238,2025-08-04,Item Not Received,973.91,Arbitration,1,50.0,2025-08-22,Merchant
DSP208361,TX232270,C39426,M8292,2026-02-20,Fraudulent Transaction,1418.68,Won - Customer,1,20.0,2026-04-21,Merchant
DSP208362,TX265969,C59862,M3962,2025-10-14,Friendly Fraud / Unrecognized,323.53,Won - Customer,1,50.0,2025-10-21,Merchant
DSP208363,TX276725,C99845,M8886,2025-04-15,Fraudulent Transaction,318.42,Under Review,1,50.0,,Pending
DSP208364,TX245302,C32669,M5258,2025-12-21,Duplicate Processing,576.95,Won - Customer,1,50.0,2026-01-14,Merchant
DSP208365,TX257728,C88458,M7653,2025-08-13,Product Defective / Unacceptable,231.01,Under Review,1,25.0,,Pending
DSP208366,TX215672,C96557,M5534,2025-02-26,Duplicate Processing,56.55,Won - Customer,1,35.0,2025-04-06,Merchant
DSP208367,TX277170,C58367,M3457,2025-09-18,Product Defective / Unacceptable,1030.8,Won - Merchant,1,15.0,2025-11-06,Cardholder
DSP208368,TX228472,C30181,M7929,2025-03-14,Friendly Fraud / Unrecognized,636.27,Won - Customer,1,35.0,2025-04-24,Merchant
DSP208369,TX271977,C24692,M4429,2026-03-02,Item Not Received,1412.33,Arbitration,1,20.0,2026-03-30,Payment Processor
DSP208370,TX237287,C27331,M4705,2025-02-12,Product Defective / Unacceptable,255.38,Won - Customer,1,15.0,2025-03-30,Merchant
DSP208371,TX267624,C87992,M3140,2025-02-23,Credit Not Processed,638.7,Under Review,1,25.0,,Pending
DSP208372,TX244809,C84424,M3903,2025-12-01,Product Defective / Unacceptable,173.71,Chargeback Reversed,1,20.0,2025-12-25,Cardholder
DSP208373,TX219348,C19718,M5224,2025-09-10,Product Defective / Unacceptable,1265.3,Pending Evidence,1,20.0,,Pending
DSP208374,TX247566,C40323,M8574,2025-09-05,Credit Not Processed,409.59,Pending Evidence,1,25.0,,Pending
DSP208375,TX273456,C53291,M9914,2025-12-21,Fraudulent Transaction,49.12,Arbitration,1,15.0,2025-12-30,Merchant
DSP208376,TX208515,C52615,M6464,2025-10-30,Item Not Received,696.28,Pending Evidence,1,35.0,,Pending
DSP208377,TX276318,C83343,M3870,2026-03-08,Subscription Cancelled,585.07,Won - Customer,1,25.0,2026-05-01,Merchant
DSP208378,TX280719,C52499,M9882,2025-07-11,Fraudulent Transaction,254.02,Under Review,1,35.0,,Pending
DSP208379,TX232901,C97404,M3088,2026-02-23,Item Not Received,862.33,Pending Evidence,1,35.0,,Pending
DSP208380,TX210019,C41729,M3757,2025-09-07,Subscription Cancelled,1373.28,Under Review,1,20.0,,Pending
DSP208381,TX239614,C70396,M4740,2025-01-25,Item Not Received,760.67,Won - Customer,1,50.0,2025-03-08,Merchant
DSP208382,TX225679,C30772,M8236,2026-03-30,Credit Not Processed,279.03,Arbitration,1,35.0,2026-05-20,Payment Processor
DSP208383,TX245339,C31417,M3095,2026-01-16,Fraudulent Transaction,1308.53,Arbitration,1,25.0,2026-01-28,Payment Processor
DSP208384,TX245831,C71694,M9942,2025-01-31,Friendly Fraud / Unrecognized,1344.75,Pending Evidence,0,35.0,,Pending
DSP208385,TX261732,C37351,M1653,2025-09-27,Subscription Cancelled,486.77,Won - Customer,1,20.0,2025-10-09,Merchant
DSP208386,TX251966,C56968,M9196,2025-03-05,Fraudulent Transaction,274.05,Chargeback Reversed,0,50.0,2025-04-16,Cardholder
DSP208387,TX235272,C76634,M9862,2025-05-30,Item Not Received,784.67,Pending Evidence,1,50.0,,Pending
DSP208388,TX225812,C46342,M3667,2026-04-21,Friendly Fraud / Unrecognized,280.59,Chargeback Reversed,0,50.0,2026-05-19,Cardholder
DSP208389,TX276304,C53719,M8534,2026-02-16,Item Not Received,395.24,Won - Customer,1,15.0,2026-02-24,Merchant
DSP208390,TX276518,C89745,M2244,2026-01-18,Fraudulent Transaction,276.99,Under Review,0,20.0,,Pending
DSP208391,TX242256,C45782,M5787,2025-07-12,Item Not Received,1223.55,Under Review,0,50.0,,Pending
DSP208392,TX223423,C90959,M7095,2026-04-16,Item Not Received,1031.21,Pending Evidence,1,20.0,,Pending
DSP208393,TX223694,C11666,M3649,2026-04-02,Item Not Received,375.1,Chargeback Reversed,1,35.0,2026-05-26,Issuing Bank
DSP208394,TX208401,C91927,M1995,2025-05-08,Friendly Fraud / Unrecognized,1075.2,Won - Merchant,1,25.0,2025-05-23,Cardholder
DSP208395,TX288379,C22442,M2810,2025-03-19,Product Defective / Unacceptable,1330.4,Won - Customer,1,15.0,2025-03-31,Payment Processor
DSP208396,TX247557,C38833,M4251,2026-02-10,Friendly Fraud / Unrecognized,51.76,Under Review,1,50.0,,Pending
DSP208397,TX298521,C68082,M8311,2026-02-26,Credit Not Processed,1159.53,Won - Merchant,1,25.0,2026-03-26,Cardholder
DSP208398,TX210872,C59285,M4689,2025-08-14,Product Defective / Unacceptable,996.49,Won - Customer,1,20.0,2025-09-01,Merchant
DSP208399,TX223871,C25759,M5647,2026-03-21,Product Defective / Unacceptable,528.04,Arbitration,1,15.0,2026-04-26,Issuing Bank
DSP208400,TX218133,C33600,M8305,2026-04-10,Credit Not Processed,786.74,Pending Evidence,1,25.0,,Pending
DSP208401,TX225370,C94370,M5756,2025-12-17,Duplicate Processing,186.98,Won - Merchant,1,35.0,2026-02-03,Cardholder
DSP208402,TX296047,C66556,M1708,2025-09-01,Credit Not Processed,1367.14,Under Review,1,20.0,,Pending
DSP208403,TX283259,C70365,M2631,2025-12-18,Credit Not Processed,537.45,Chargeback Reversed,0,35.0,2026-01-06,Issuing Bank
DSP208404,TX240602,C87442,M5647,2025-05-15,Item Not Received,1241.66,Won - Customer,1,35.0,2025-06-13,Merchant
DSP208405,TX277069,C20540,M3795,2026-03-24,Product Defective / Unacceptable,1120.21,Arbitration,1,25.0,2026-05-07,Payment Processor
DSP208406,TX239651,C88504,M8532,2025-02-14,Item Not Received,499.26,Won - Customer,1,25.0,2025-04-08,Merchant
DSP208407,TX284986,C83048,M9674,2025-12-19,Duplicate Processing,255.21,Arbitration,1,20.0,2026-02-11,Payment Processor
DSP208408,TX229987,C79163,M6029,2026-03-11,Subscription Cancelled,921.21,Under Review,1,15.0,,Pending
DSP208409,TX253383,C17589,M4463,2025-07-05,Product Defective / Unacceptable,1095.61,Chargeback Reversed,1,35.0,2025-07-27,Merchant
DSP208410,TX260371,C63493,M8619,2025-03-13,Fraudulent Transaction,1039.99,Won - Customer,1,35.0,2025-04-27,Payment Processor
DSP208411,TX269063,C46666,M4963,2026-02-26,Fraudulent Transaction,351.11,Arbitration,1,35.0,2026-04-08,Merchant
DSP208412,TX296642,C72572,M2326,2025-04-18,Friendly Fraud / Unrecognized,598.71,Arbitration,1,20.0,2025-05-02,Payment Processor
DSP208413,TX256774,C32838,M8630,2025-08-25,Subscription Cancelled,438.33,Arbitration,1,20.0,2025-10-09,Issuing Bank
DSP208414,TX250721,C34957,M7794,2025-06-03,Friendly Fraud / Unrecognized,984.14,Arbitration,1,20.0,2025-07-16,Payment Processor
DSP208415,TX205452,C61990,M9173,2025-07-10,Fraudulent Transaction,345.14,Arbitration,1,15.0,2025-07-19,Issuing Bank
DSP208416,TX247545,C52504,M1605,2025-12-28,Credit Not Processed,99.13,Won - Customer,1,35.0,2026-02-01,Merchant
DSP208417,TX278996,C19329,M2047,2025-09-22,Subscription Cancelled,183.98,Arbitration,1,25.0,2025-10-07,Cardholder
DSP208418,TX217000,C92734,M2833,2026-01-28,Friendly Fraud / Unrecognized,630.61,Pending Evidence,0,20.0,,Pending
DSP208419,TX292980,C79077,M4813,2025-03-06,Subscription Cancelled,1453.94,Under Review,1,50.0,,Pending
DSP208420,TX212122,C56725,M3112,2025-12-29,Credit Not Processed,841.51,Arbitration,1,25.0,2026-02-23,Merchant
DSP208421,TX295657,C42996,M2711,2025-10-10,Product Defective / Unacceptable,305.81,Won - Merchant,1,35.0,2025-10-23,Cardholder
DSP208422,TX272089,C96607,M7026,2025-12-19,Subscription Cancelled,379.81,Chargeback Reversed,0,35.0,2026-01-19,Merchant
DSP208423,TX243021,C31747,M3879,2025-05-30,Fraudulent Transaction,1308.42,Pending Evidence,0,15.0,,Pending
DSP208424,TX267604,C37312,M5061,2025-08-04,Friendly Fraud / Unrecognized,182.98,Won - Customer,1,15.0,2025-09-25,Merchant
DSP208425,TX202045,C88462,M6780,2025-11-26,Subscription Cancelled,819.7,Won - Customer,1,25.0,2026-01-07,Merchant
DSP208426,TX258355,C33985,M5673,2025-10-25,Friendly Fraud / Unrecognized,515.22,Won - Merchant,1,20.0,2025-12-14,Cardholder
DSP208427,TX218300,C76190,M9470,2025-03-27,Friendly Fraud / Unrecognized,1395.12,Arbitration,1,35.0,2025-04-18,Payment Processor
DSP208428,TX222626,C91416,M9765,2025-11-28,Item Not Received,368.36,Won - Customer,1,35.0,2026-01-27,Merchant
DSP208429,TX264170,C42248,M6747,2025-03-29,Item Not Received,1427.34,Pending Evidence,1,25.0,,Pending
DSP208430,TX296591,C95176,M1112,2026-02-23,Duplicate Processing,83.62,Won - Merchant,1,35.0,2026-04-04,Cardholder
DSP208431,TX235348,C51683,M7619,2026-02-28,Product Defective / Unacceptable,447.69,Chargeback Reversed,1,15.0,2026-04-18,Cardholder
DSP208432,TX277444,C64531,M7541,2025-04-24,Subscription Cancelled,611.93,Chargeback Reversed,1,20.0,2025-05-10,Merchant
DSP208433,TX286544,C37401,M9948,2025-11-18,Subscription Cancelled,480.3,Arbitration,1,20.0,2025-12-10,Cardholder
DSP208434,TX282553,C91070,M2711,2025-09-17,Fraudulent Transaction,311.79,Won - Merchant,1,50.0,2025-10-11,Issuing Bank
DSP208435,TX246089,C34471,M9678,2025-07-01,Friendly Fraud / Unrecognized,562.6,Arbitration,1,35.0,2025-07-16,Payment Processor
DSP208436,TX200061,C78937,M3378,2025-04-04,Duplicate Processing,344.42,Pending Evidence,1,15.0,,Pending
DSP208437,TX229588,C48269,M8887,2026-02-01,Subscription Cancelled,729.04,Pending Evidence,1,50.0,,Pending
DSP208438,TX259839,C94794,M6580,2025-12-06,Fraudulent Transaction,381.28,Won - Customer,1,25.0,2026-01-13,Merchant
DSP208439,TX291828,C33519,M4993,2025-03-01,Fraudulent Transaction,1000.06,Chargeback Reversed,1,25.0,2025-04-29,Merchant
DSP208440,TX246428,C30814,M1992,2025-08-17,Subscription Cancelled,118.84,Under Review,0,50.0,,Pending
DSP208441,TX234152,C61645,M4392,2025-12-06,Fraudulent Transaction,1289.43,Arbitration,1,25.0,2026-01-27,Merchant
DSP208442,TX247264,C84579,M6922,2026-05-02,Item Not Received,207.69,Chargeback Reversed,0,25.0,2026-06-14,Payment Processor
DSP208443,TX212932,C48389,M4871,2026-03-28,Fraudulent Transaction,916.16,Arbitration,1,25.0,2026-04-08,Issuing Bank
DSP208444,TX214417,C66040,M2810,2025-10-25,Credit Not Processed,427.61,Won - Customer,1,15.0,2025-12-19,Merchant
DSP208445,TX263250,C46435,M1562,2025-06-04,Subscription Cancelled,868.66,Won - Customer,1,20.0,2025-06-12,Merchant
DSP208446,TX228920,C96627,M1672,2025-11-12,Friendly Fraud / Unrecognized,498.02,Arbitration,1,20.0,2026-01-10,Issuing Bank
DSP208447,TX262844,C16513,M4275,2025-06-01,Friendly Fraud / Unrecognized,646.96,Under Review,1,20.0,,Pending
DSP208448,TX238193,C56438,M5181,2026-02-25,Credit Not Processed,140.36,Won - Customer,1,50.0,2026-03-14,Merchant
DSP208449,TX205250,C21538,M6598,2025-08-26,Fraudulent Transaction,794.69,Won - Customer,1,25.0,2025-09-20,Merchant
DSP208450,TX239462,C14722,M4436,2025-11-07,Subscription Cancelled,360.02,Under Review,0,35.0,,Pending
DSP208451,TX239269,C50492,M4131,2025-03-21,Item Not Received,474.95,Chargeback Reversed,0,35.0,2025-04-09,Issuing Bank
DSP208452,TX209779,C33945,M8280,2025-06-05,Credit Not Processed,1226.63,Under Review,0,35.0,,Pending
DSP208453,TX273840,C24824,M5431,2026-02-06,Duplicate Processing,172.28,Chargeback Reversed,1,35.0,2026-04-04,Merchant
DSP208454,TX282878,C67495,M3201,2025-05-04,Product Defective / Unacceptable,317.74,Pending Evidence,0,15.0,,Pending
DSP208455,TX208757,C21834,M7553,2026-04-15,Credit Not Processed,802.11,Won - Customer,1,35.0,2026-05-27,Merchant
DSP208456,TX246013,C33470,M4515,2025-02-24,Credit Not Processed,576.24,Pending Evidence,1,20.0,,Pending
DSP208457,TX226886,C76634,M8637,2025-10-20,Fraudulent Transaction,203.28,Arbitration,1,15.0,2025-11-27,Payment Processor
DSP208458,TX235407,C16142,M9832,2025-05-15,Product Defective / Unacceptable,543.41,Under Review,1,20.0,,Pending
DSP208459,TX207782,C83941,M1436,2025-07-19,Item Not Received,635.76,Won - Customer,1,35.0,2025-08-25,Merchant
DSP208460,TX272822,C50963,M9238,2025-12-03,Subscription Cancelled,621.51,Won - Customer,1,20.0,2026-01-03,Merchant
DSP208461,TX218126,C11021,M3805,2025-06-15,Subscription Cancelled,62.97,Won - Customer,1,20.0,2025-08-03,Merchant
DSP208462,TX238443,C15416,M2182,2025-06-09,Duplicate Processing,1152.91,Won - Customer,1,25.0,2025-07-16,Merchant
DSP208463,TX284884,C64778,M8685,2026-03-28,Product Defective / Unacceptable,1472.99,Arbitration,1,35.0,2026-04-05,Merchant
DSP208464,TX200652,C97038,M1076,2026-04-30,Item Not Received,1123.74,Arbitration,1,35.0,2026-06-09,Payment Processor
DSP208465,TX208872,C92399,M4697,2025-06-25,Item Not Received,167.6,Won - Merchant,1,20.0,2025-08-07,Cardholder
DSP208466,TX298032,C35645,M9238,2025-06-14,Product Defective / Unacceptable,866.9,Pending Evidence,1,50.0,,Pending
DSP208467,TX292119,C36998,M6290,2026-01-26,Fraudulent Transaction,133.04,Arbitration,1,20.0,2026-03-10,Merchant
DSP208468,TX267988,C10663,M6895,2025-08-12,Item Not Received,700.47,Won - Merchant,1,20.0,2025-08-19,Cardholder
DSP208469,TX241147,C66964,M7084,2025-12-05,Product Defective / Unacceptable,471.61,Won - Customer,1,50.0,2026-01-05,Merchant
DSP208470,TX279421,C13101,M9691,2025-10-09,Fraudulent Transaction,689.66,Won - Merchant,1,25.0,2025-11-17,Cardholder
DSP208471,TX289597,C77879,M6948,2025-11-03,Duplicate Processing,823.9,Chargeback Reversed,1,20.0,2025-12-23,Cardholder
DSP208472,TX209136,C46576,M7599,2025-07-13,Item Not Received,443.01,Under Review,1,25.0,,Pending
DSP208473,TX226349,C85196,M5642,2025-05-03,Product Defective / Unacceptable,396.39,Won - Merchant,1,20.0,2025-06-26,Cardholder
DSP208474,TX244698,C97028,M3963,2025-04-26,Duplicate Processing,87.34,Won - Merchant,1,15.0,2025-06-12,Issuing Bank
DSP208475,TX297788,C32280,M9316,2025-05-22,Duplicate Processing,300.15,Chargeback Reversed,1,20.0,2025-06-17,Cardholder
DSP208476,TX258957,C99472,M5205,2026-03-29,Credit Not Processed,590.31,Won - Customer,1,20.0,2026-04-05,Merchant
DSP208477,TX203982,C65392,M2872,2025-03-01,Product Defective / Unacceptable,691.94,Arbitration,1,50.0,2025-04-07,Payment Processor
DSP208478,TX281757,C40931,M4343,2025-04-25,Item Not Received,1260.92,Under Review,1,25.0,,Pending
DSP208479,TX241862,C17716,M2502,2025-08-27,Fraudulent Transaction,87.84,Won - Customer,1,25.0,2025-10-19,Merchant
DSP208480,TX201762,C78624,M3317,2025-05-27,Product Defective / Unacceptable,397.36,Won - Customer,1,35.0,2025-07-12,Merchant
DSP208481,TX206816,C61221,M5921,2025-07-31,Product Defective / Unacceptable,487.01,Arbitration,1,20.0,2025-08-07,Payment Processor
DSP208482,TX230748,C68410,M3883,2026-03-25,Fraudulent Transaction,836.48,Chargeback Reversed,0,20.0,2026-05-05,Merchant
DSP208483,TX238103,C85278,M3657,2025-07-02,Friendly Fraud / Unrecognized,550.74,Chargeback Reversed,1,25.0,2025-08-20,Payment Processor
DSP208484,TX259407,C48175,M7479,2025-08-20,Credit Not Processed,927.95,Under Review,1,15.0,,Pending
DSP208485,TX298675,C64919,M1076,2025-11-23,Friendly Fraud / Unrecognized,1228.33,Won - Merchant,1,15.0,2025-12-08,Cardholder
DSP208486,TX290177,C79393,M3481,2026-01-23,Product Defective / Unacceptable,403.61,Won - Merchant,1,35.0,2026-03-14,Cardholder
DSP208487,TX208847,C88888,M4891,2026-03-04,Subscription Cancelled,103.72,Pending Evidence,1,50.0,,Pending
DSP208488,TX269781,C42248,M2372,2025-11-10,Item Not Received,1499.23,Under Review,0,15.0,,Pending
DSP208489,TX280851,C62565,M4527,2026-02-03,Friendly Fraud / Unrecognized,760.56,Chargeback Reversed,0,20.0,2026-03-31,Payment Processor
DSP208490,TX259596,C17857,M6948,2025-03-25,Product Defective / Unacceptable,340.6,Won - Merchant,1,15.0,2025-04-28,Issuing Bank
DSP208491,TX243594,C66300,M5678,2025-11-17,Duplicate Processing,1233.17,Arbitration,1,15.0,2025-11-27,Payment Processor
DSP208492,TX235535,C61604,M7859,2025-08-25,Item Not Received,1464.36,Won - Customer,1,20.0,2025-10-05,Merchant
DSP208493,TX205755,C59530,M3267,2025-11-14,Item Not Received,353.46,Chargeback Reversed,1,15.0,2025-11-23,Cardholder
DSP208494,TX215901,C41334,M6762,2026-02-19,Friendly Fraud / Unrecognized,221.08,Pending Evidence,0,25.0,,Pending
DSP208495,TX223395,C15778,M8381,2026-01-20,Subscription Cancelled,436.38,Won - Merchant,1,15.0,2026-02-16,Cardholder
DSP208496,TX298298,C81222,M5757,2025-09-17,Duplicate Processing,700.41,Chargeback Reversed,0,15.0,2025-10-03,Cardholder
DSP208497,TX245242,C99248,M2548,2025-02-03,Fraudulent Transaction,126.4,Arbitration,1,20.0,2025-04-01,Issuing Bank
DSP208498,TX286651,C86555,M3972,2025-09-01,Credit Not Processed,917.96,Under Review,1,50.0,,Pending
DSP208499,TX239440,C52504,M6715,2025-05-05,Subscription Cancelled,693.48,Won - Merchant,1,25.0,2025-06-05,Cardholder
DSP208500,TX298225,C84691,M1117,2025-01-14,Fraudulent Transaction,1179.99,Chargeback Reversed,0,35.0,2025-02-15,Cardholder
DSP208501,TX238753,C43648,M1628,2025-11-11,Fraudulent Transaction,807.23,Pending Evidence,0,50.0,,Pending
DSP208502,TX268942,C14809,M4158,2025-09-07,Fraudulent Transaction,116.39,Won - Customer,1,50.0,2025-09-29,Merchant
DSP208503,TX291520,C45992,M8272,2025-03-08,Duplicate Processing,1204.11,Won - Customer,1,20.0,2025-04-04,Merchant
DSP208504,TX257208,C84012,M1296,2025-02-12,Fraudulent Transaction,425.57,Under Review,0,20.0,,Pending
DSP208505,TX265423,C43763,M4048,2025-11-03,Product Defective / Unacceptable,53.1,Won - Customer,1,50.0,2025-11-17,Payment Processor
DSP208506,TX211672,C69510,M1796,2025-10-17,Friendly Fraud / Unrecognized,829.57,Arbitration,1,25.0,2025-12-08,Payment Processor
DSP208507,TX228124,C19036,M1618,2025-08-01,Subscription Cancelled,869.3,Won - Customer,1,20.0,2025-09-17,Merchant
DSP208508,TX254463,C51626,M7077,2026-03-24,Subscription Cancelled,1039.27,Under Review,1,50.0,,Pending
DSP208509,TX207870,C28865,M9501,2026-03-22,Product Defective / Unacceptable,488.55,Won - Customer,1,15.0,2026-04-15,Merchant
DSP208510,TX232167,C84704,M9691,2025-09-04,Fraudulent Transaction,1184.63,Won - Merchant,1,20.0,2025-10-25,Cardholder
DSP208511,TX249060,C86900,M2180,2025-07-11,Friendly Fraud / Unrecognized,136.54,Pending Evidence,1,15.0,,Pending
DSP208512,TX220154,C29081,M2820,2025-07-06,Item Not Received,274.56,Won - Merchant,1,50.0,2025-07-13,Cardholder
DSP208513,TX263952,C68153,M7005,2026-01-13,Subscription Cancelled,457.09,Arbitration,1,20.0,2026-03-03,Merchant
DSP208514,TX215774,C10333,M6747,2025-11-25,Friendly Fraud / Unrecognized,1149.66,Chargeback Reversed,0,20.0,2025-12-31,Issuing Bank
DSP208515,TX216759,C23979,M1807,2025-06-14,Product Defective / Unacceptable,70.67,Chargeback Reversed,1,20.0,2025-07-14,Cardholder
DSP208516,TX226982,C82054,M9171,2025-07-06,Friendly Fraud / Unrecognized,417.09,Pending Evidence,1,25.0,,Pending
DSP208517,TX206844,C64725,M3867,2025-12-31,Subscription Cancelled,1327.38,Chargeback Reversed,1,50.0,2026-01-22,Merchant
DSP208518,TX299181,C96219,M3257,2025-03-08,Product Defective / Unacceptable,1230.21,Pending Evidence,1,20.0,,Pending
DSP208519,TX220241,C40340,M7891,2026-01-29,Subscription Cancelled,752.92,Arbitration,1,15.0,2026-02-23,Issuing Bank
DSP208520,TX266143,C70482,M3340,2025-10-18,Subscription Cancelled,1222.81,Pending Evidence,1,35.0,,Pending
DSP208521,TX203014,C25607,M7239,2025-08-14,Friendly Fraud / Unrecognized,241.08,Chargeback Reversed,0,50.0,2025-09-29,Cardholder
DSP208522,TX292018,C74616,M5961,2025-04-14,Product Defective / Unacceptable,845.33,Won - Merchant,1,20.0,2025-05-29,Cardholder
DSP208523,TX216848,C22128,M2654,2025-02-07,Friendly Fraud / Unrecognized,460.89,Won - Merchant,1,25.0,2025-03-21,Cardholder
